algorithm, heuristic, weight, domain, instance, cost, h0, generated, time, gen_per_sec
WIDA*, manhattan, 2, 15puzzle,"14 10 9 4 13 6 5 8 2 12 7 B 1 3 11 15", 79, 86, 188691, 0.0213691, 8.83011e+06
WIDA*, manhattan, 2, 15puzzle,"14 3 5 15 11 6 13 9 B 10 2 12 4 1 7 8", 80, 84, 145141, 0.0134816, 1.07659e+07
WIDA*, manhattan, 2, 15puzzle,"6 11 7 8 13 2 5 4 1 10 3 9 14 B 12 15", 66, 72, 54810, 0.00348719, 1.57175e+07
WIDA*, manhattan, 2, 15puzzle,"1 6 12 14 3 2 15 8 4 5 13 9 B 7 11 10", 77, 78, 353996, 0.0278261, 1.27217e+07
WIDA*, manhattan, 2, 15puzzle,"12 6 B 4 7 3 15 1 13 9 8 11 2 14 5 10", 62, 72, 22931, 0.00250479, 9.15484e+06
WIDA*, manhattan, 2, 15puzzle,"8 1 7 12 11 B 10 5 9 15 6 13 14 2 3 4", 76, 80, 535346, 0.0281213, 1.9037e+07
WIDA*, manhattan, 2, 15puzzle,"9 B 4 10 1 14 15 3 12 6 5 7 11 13 8 2", 63, 70, 19697, 0.00112353, 1.75313e+07
WIDA*, manhattan, 2, 15puzzle,"11 5 1 14 4 12 10 B 2 7 13 3 9 15 6 8", 66, 72, 110105, 0.0088024, 1.25085e+07
WIDA*, manhattan, 2, 15puzzle,"8 13 10 9 11 3 15 6 B 1 2 14 12 5 4 7", 62, 72, 90139, 0.00959868, 9.39077e+06
WIDA*, manhattan, 2, 15puzzle,"4 5 7 2 9 14 12 13 B 3 6 11 8 1 15 10", 56, 60, 50422, 0.0056002, 9.00361e+06
WIDA*, manhattan, 2, 15puzzle,"11 15 14 13 1 9 10 4 3 6 2 12 7 5 8 B", 88, 96, 1546280, 0.0779346, 1.98407e+07
WIDA*, manhattan, 2, 15puzzle,"12 9 B 6 8 3 5 14 2 4 11 7 10 1 15 13", 60, 64, 1943924, 0.104071, 1.86789e+07
WIDA*, manhattan, 2, 15puzzle,"3 14 9 7 12 15 B 4 1 8 5 6 11 10 2 13", 65, 78, 226102, 0.0231858, 9.75174e+06
WIDA*, manhattan, 2, 15puzzle,"8 4 6 1 14 12 2 15 13 10 9 5 3 7 B 11", 61, 70, 7887, 0.00146538, 5.38222e+06
WIDA*, manhattan, 2, 15puzzle,"6 10 1 14 15 8 3 5 13 B 2 7 4 9 11 12", 61, 70, 4467, 0.00043673, 1.02283e+07
WIDA*, manhattan, 2, 15puzzle,"8 11 4 6 7 3 10 9 2 12 15 13 B 1 5 14", 71, 78, 17325, 0.00323356, 5.35786e+06
WIDA*, manhattan, 2, 15puzzle,"10 B 2 4 5 1 6 12 11 13 9 7 15 3 14 8", 63, 66, 11772, 0.00219762, 5.3567e+06
WIDA*, manhattan, 2, 15puzzle,"12 5 13 11 2 10 B 9 7 8 4 3 14 6 15 1", 71, 78, 19155, 0.0020033, 9.56173e+06
WIDA*, manhattan, 2, 15puzzle,"10 2 8 4 15 B 1 14 11 13 3 6 9 7 5 12", 82, 88, 3347, 0.000412476, 8.11441e+06
WIDA*, manhattan, 2, 15puzzle,"10 8 B 12 3 7 6 2 1 14 4 11 15 13 9 5", 68, 76, 272027, 0.0250619, 1.08542e+07
WIDA*, manhattan, 2, 15puzzle,"14 9 12 13 15 4 8 10 B 2 1 7 3 11 5 6", 94, 100, 1396509, 0.0756912, 1.84501e+07
WIDA*, manhattan, 2, 15puzzle,"12 11 B 8 10 2 13 15 5 4 7 3 6 9 14 1", 72, 80, 311562, 0.0239536, 1.30069e+07
WIDA*, manhattan, 2, 15puzzle,"13 8 14 3 9 1 B 7 15 5 4 10 12 2 6 11", 53, 58, 73270, 0.00936415, 7.82452e+06
WIDA*, manhattan, 2, 15puzzle,"3 15 2 5 11 6 4 7 12 9 1 B 13 14 10 8", 57, 58, 1272628, 0.0690559, 1.8429e+07
WIDA*, manhattan, 2, 15puzzle,"5 11 6 9 4 13 12 B 8 2 15 10 1 7 3 14", 64, 72, 38773, 0.00662473, 5.85276e+06
WIDA*, manhattan, 2, 15puzzle,"5 B 15 8 4 6 1 14 10 11 3 9 7 12 2 13", 71, 74, 37569, 0.00681638, 5.51158e+06
algorithm, heuristic, weight, domain, instance, cost, h0, generated, time, gen_per_sec
WIDA*, manhattan, 2, 15puzzle,"15 14 6 7 10 1 B 11 12 8 4 9 2 5 13 3", 65, 70, 399784, 0.0301929, 1.3241e+07
WIDA*, manhattan, 2, 15puzzle,"11 14 13 1 2 3 12 4 15 7 9 5 10 6 8 B", 92, 96, 544641, 0.0302966, 1.7977e+07
WIDA*, manhattan, 2, 15puzzle,"6 13 3 2 11 9 5 10 1 7 12 14 8 4 B 15", 53, 62, 148053, 0.0155121, 9.54435e+06
WIDA*, manhattan, 2, 15puzzle,"4 6 12 B 14 2 9 13 11 8 3 15 7 10 1 5", 81, 86, 6752, 0.00124048, 5.44304e+06
WIDA*, manhattan, 2, 15puzzle,"8 10 9 11 14 1 7 15 13 4 B 12 6 2 5 3", 74, 80, 133714, 0.00896691, 1.49119e+07
WIDA*, manhattan, 2, 15puzzle,"5 2 14 B 7 8 6 3 11 12 13 15 4 10 9 1", 59, 62, 883153, 0.0555838, 1.58887e+07
WIDA*, manhattan, 2, 15puzzle,"7 8 3 2 10 12 4 6 11 13 5 15 B 1 9 14", 59, 62, 24515, 0.00154428, 1.58747e+07
WIDA*, manhattan, 2, 15puzzle,"11 6 14 12 3 5 1 15 8 B 10 13 9 7 4 2", 77, 82, 818962, 0.0504909, 1.622e+07
WIDA*, manhattan, 2, 15puzzle,"7 1 2 4 8 3 6 11 10 15 B 5 14 12 13 9", 50, 56, 668050, 0.0414337, 1.61233e+07
WIDA*, manhattan, 2, 15puzzle,"7 3 1 13 12 10 5 2 8 B 6 11 14 15 4 9", 59, 62, 939503, 0.0535039, 1.75595e+07
WIDA*, manhattan, 2, 15puzzle,"6 B 5 15 1 14 4 9 2 13 8 10 11 12 7 3", 67, 74, 55439, 0.00974601, 5.68838e+06
WIDA*, manhattan, 2, 15puzzle,"15 1 3 12 4 B 6 5 2 8 14 9 13 10 7 11", 60, 60, 205042, 0.0174726, 1.17351e+07
WIDA*, manhattan, 2, 15puzzle,"5 7 B 11 12 1 9 10 15 6 2 3 8 4 13 14", 52, 60, 989742, 0.053876, 1.83707e+07
WIDA*, manhattan, 2, 15puzzle,"12 15 11 10 4 5 14 B 13 7 1 2 9 8 3 6", 70, 76, 997711, 0.0553286, 1.80325e+07
WIDA*, manhattan, 2, 15puzzle,"6 14 10 5 15 8 7 1 3 4 2 B 12 9 11 13", 69, 74, 8279, 0.00153715, 5.38593e+06
WIDA*, manhattan, 2, 15puzzle,"14 13 4 11 15 8 6 9 B 7 3 1 2 10 12 5", 86, 92, 22204, 0.00253548, 8.75731e+06
WIDA*, manhattan, 2, 15puzzle,"14 4 B 10 6 5 1 3 9 2 13 15 12 7 8 11", 56, 60, 22690, 0.00422787, 5.36676e+06
WIDA*, manhattan, 2, 15puzzle,"15 10 8 3 B 6 9 5 1 14 13 11 7 2 12 4", 73, 82, 89252, 0.0109103, 8.18054e+06
WIDA*, manhattan, 2, 15puzzle,"B 13 2 4 12 14 6 9 15 1 10 3 11 5 8 7", 68, 68, 48780, 0.00890879, 5.47549e+06
WIDA*, manhattan, 2, 15puzzle,"3 14 13 6 4 15 8 9 5 12 10 B 2 7 1 11", 77, 82, 110882, 0.0114203, 9.70923e+06
WIDA*, manhattan, 2, 15puzzle,"B 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15", 52, 56, 6324, 0.00125508, 5.03871e+06
WIDA*, manhattan, 2, 15puzzle,"11 B 15 8 13 12 3 5 10 1 4 6 14 9 7 2", 81, 86, 8668, 0.000829967, 1.04438e+07
WIDA*, manhattan, 2, 15puzzle,"13 B 9 12 11 6 3 5 15 8 1 10 4 14 2 7", 73, 78, 200439, 0.0150715, 1.32992e+07
WIDA*, manhattan, 2, 15puzzle,"14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 B", 74, 80, 1002416, 0.0593516, 1.68894e+07
WIDA*, manhattan, 2, 15puzzle,"12 3 9 1 4 5 10 2 6 11 15 B 14 7 13 8", 57, 62, 726595, 0.0384527, 1.88958e+07
WIDA*, manhattan, 2, 15puzzle,"15 8 10 7 B 12 14 1 5 9 6 3 13 11 4 2", 69, 74, 40118, 0.00730492, 5.49191e+06
WIDA*, manhattan, 2, 15puzzle,"4 7 13 10 1 2 9 6 12 8 14 5 3 B 11 15", 58, 64, 173519, 0.0114025, 1.52176e+07
WIDA*, manhattan, 2, 15puzzle,"6 B 5 10 11 12 9 2 1 7 4 3 14 8 13 15", 61, 70, 113123, 0.0107764, 1.04972e+07
WIDA*, manhattan, 2, 15puzzle,"9 5 11 10 13 B 2 1 8 6 14 12 4 7 3 15", 64, 68, 35479, 0.00292509, 1.21292e+07
WIDA*, manhattan, 2, 15puzzle,"15 2 12 11 14 13 9 5 1 3 8 7 B 10 6 4", 83, 86, 22174, 0.00125783, 1.76288e+07
WIDA*, manhattan, 2, 15puzzle,"11 1 7 4 10 13 3 8 9 14 B 15 6 5 2 12", 66, 76, 195727, 0.0158012, 1.23868e+07
WIDA*, manhattan, 2, 15puzzle,"5 4 7 1 11 12 14 15 10 13 8 6 2 B 9 3", 66, 72, 15424, 0.00223286, 6.90773e+06
WIDA*, manhattan, 2, 15puzzle,"9 7 5 2 14 15 12 10 11 3 6 1 8 13 B 4", 75, 82, 84525, 0.00844017, 1.00146e+07
WIDA*, manhattan, 2, 15puzzle,"3 2 7 9 B 15 12 4 6 11 5 14 8 13 10 1", 69, 74, 42510, 0.00718543, 5.91614e+06
WIDA*, manhattan, 2, 15puzzle,"13 9 14 6 12 8 1 2 3 4 B 7 5 10 11 15", 60, 68, 251966, 0.017992, 1.40043e+07
WIDA*, manhattan, 2, 15puzzle,"5 7 11 8 B 14 9 13 10 12 3 15 6 1 4 2", 85, 90, 23091, 0.00367642, 6.28084e+06
WIDA*, manhattan, 2, 15puzzle,"4 3 6 13 7 15 9 B 10 5 8 11 2 12 1 14", 62, 68, 35277, 0.00474173, 7.43969e+06
WIDA*, manhattan, 2, 15puzzle,"1 7 15 14 2 6 4 9 12 11 13 3 B 8 5 10", 65, 70, 235582, 0.0190645, 1.23571e+07
WIDA*, manhattan, 2, 15puzzle,"9 14 5 7 8 15 1 2 10 4 13 6 12 B 11 3", 62, 64, 61139, 0.00313159, 1.95233e+07
WIDA*, manhattan, 2, 15puzzle,"B 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6", 64, 68, 17683, 0.00096493, 1.83257e+07
WIDA*, manhattan, 2, 15puzzle,"7 15 4 B 10 9 2 5 12 11 13 6 1 3 14 8", 69, 78, 475985, 0.0320369, 1.48574e+07
WIDA*, manhattan, 2, 15puzzle,"11 4 B 8 6 10 5 13 12 7 14 3 1 2 9 15", 68, 76, 241746, 0.0214679, 1.12608e+07
