algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
A*, gap, pancake28,"6 2 19 23 11 16 8 12 20 21 0 1 5 13 17 10 24 4 18 22 7 15 26 25 27 9 3 14", 27, 25, 7712278, 2.74615, 2.80839e+06
A*, gap, pancake28,"1 18 9 22 19 12 16 11 26 20 13 14 5 25 24 17 6 2 10 0 4 21 7 8 15 23 27 3", 26, 25, 211254, 0.065355, 3.23241e+06
A*, gap, pancake28,"14 2 27 3 1 10 8 15 19 16 26 12 24 7 21 4 0 6 22 13 23 5 11 9 18 17 20 25", 28, 27, 244351, 0.082742, 2.95317e+06
A*, gap, pancake28,"5 27 18 10 4 22 19 13 9 2 0 26 8 1 17 7 25 11 21 20 15 16 12 6 23 24 3 14", 25, 25, 11127, 0.004014, 2.77205e+06
A*, gap, pancake28,"2 4 10 26 6 18 1 17 11 14 19 22 0 15 23 21 16 13 27 24 8 25 7 3 12 20 5 9", 29, 28, 127570, 0.03917, 3.25683e+06
A*, gap, pancake28,"7 25 2 26 11 24 1 0 4 8 10 19 18 5 27 17 13 21 15 6 14 9 12 3 16 23 22 20", 26, 25, 124830, 0.043393, 2.87673e+06
A*, gap, pancake28,"8 2 13 3 11 4 19 17 9 18 27 25 23 22 14 1 15 12 26 0 5 16 6 10 24 21 20 7", 26, 26, 16463, 0.008225, 2.00158e+06
A*, gap, pancake28,"6 12 7 17 15 20 3 24 16 18 8 10 21 22 9 19 4 0 11 27 2 26 13 1 25 14 23 5", 28, 27, 248792, 0.08182, 3.04072e+06
A*, gap, pancake28,"9 21 19 8 7 6 12 13 1 3 26 4 15 5 22 23 11 16 25 27 14 0 10 17 18 24 2 20", 24, 23, 56875, 0.022522, 2.52531e+06
A*, gap, pancake28,"11 17 27 4 21 2 23 16 26 7 24 18 6 25 19 1 0 10 9 15 12 5 13 8 14 3 22 20", 27, 26, 703201, 0.220205, 3.19339e+06
A*, gap, pancake28,"0 12 23 18 22 6 25 4 7 8 2 3 1 11 16 9 17 26 20 21 13 27 10 14 5 24 19 15", 26, 25, 475057, 0.150105, 3.16483e+06
A*, gap, pancake28,"8 3 11 9 2 21 23 24 1 13 19 27 6 5 7 17 22 10 14 25 26 15 18 4 20 0 12 16", 26, 25, 124956, 0.034661, 3.60509e+06
A*, gap, pancake28,"13 10 1 18 23 27 8 6 17 21 12 2 16 7 25 11 15 22 0 5 9 14 20 3 26 24 4 19", 29, 28, 263775, 0.077253, 3.41443e+06
A*, gap, pancake28,"8 7 12 24 25 5 23 4 13 0 27 18 14 19 16 2 15 1 21 26 20 6 10 3 22 11 9 17", 27, 26, 104000, 0.03962, 2.62494e+06
A*, gap, pancake28,"21 6 4 17 23 20 13 12 5 22 8 7 18 14 27 16 9 24 25 15 3 1 10 11 26 0 2 19", 25, 24, 167702, 0.050106, 3.34694e+06
A*, gap, pancake28,"5 27 25 16 15 20 22 8 24 14 18 26 6 11 21 9 3 4 17 19 7 10 23 13 0 12 2 1", 26, 25, 103518, 0.031796, 3.25569e+06
A*, gap, pancake28,"14 20 12 4 9 8 3 7 5 13 26 2 23 22 21 18 25 19 6 17 27 11 15 0 10 1 24 16", 26, 25, 202445, 0.07507, 2.69675e+06
A*, gap, pancake28,"3 19 10 21 26 16 23 24 5 7 18 22 11 8 15 1 4 20 9 12 0 2 27 25 14 13 17 6", 27, 26, 376855, 0.114112, 3.3025e+06
A*, gap, pancake28,"11 24 4 16 18 10 1 15 0 13 3 9 23 12 20 19 26 27 7 17 25 21 6 2 14 8 22 5", 27, 26, 352730, 0.108933, 3.23805e+06
A*, gap, pancake28,"19 20 2 9 16 14 27 12 24 26 3 0 25 11 17 5 21 22 10 4 8 23 1 18 7 13 15 6", 27, 26, 225553, 0.072659, 3.10427e+06
A*, gap, pancake28,"3 26 4 6 22 14 25 11 13 21 0 17 10 5 7 24 19 9 2 23 1 15 12 18 20 8 16 27", 27, 27, 56830, 0.016509, 3.44236e+06
A*, gap, pancake28,"14 5 1 16 19 23 15 4 8 20 6 17 24 2 10 25 0 7 18 21 11 13 9 3 27 26 12 22", 28, 27, 120040, 0.04073, 2.94721e+06
A*, gap, pancake28,"25 14 11 17 3 9 7 26 5 1 0 21 20 8 24 18 10 16 27 23 4 6 15 22 19 2 12 13", 26, 25, 322014, 0.100151, 3.21528e+06
A*, gap, pancake28,"17 20 25 19 5 12 10 7 6 3 9 11 0 24 26 18 4 14 22 21 13 2 27 1 23 8 16 15", 26, 25, 64945, 0.024244, 2.67881e+06
A*, gap, pancake28,"4 14 3 11 7 12 0 21 19 1 8 27 16 10 9 18 25 13 20 17 22 23 5 2 24 6 15 26", 27, 26, 117072, 0.037549, 3.11785e+06
A*, gap, pancake28,"4 18 23 25 20 7 24 6 16 11 27 17 19 3 13 12 2 1 0 15 22 26 8 9 21 10 14 5", 25, 24, 132702, 0.047178, 2.81279e+06
A*, gap, pancake28,"15 0 5 23 20 4 1 10 16 7 24 26 25 27 9 14 13 8 18 11 2 22 6 12 17 3 21 19", 28, 26, 4293332, 1.4481, 2.96481e+06
A*, gap, pancake28,"21 3 13 20 26 23 16 17 18 25 4 6 15 1 9 5 19 7 0 27 24 22 10 2 12 14 8 11", 27, 26, 230931, 0.082667, 2.79351e+06
A*, gap, pancake28,"14 22 9 6 4 18 10 2 21 16 8 25 12 26 3 15 0 1 13 19 24 27 5 20 11 23 7 17", 28, 27, 254321, 0.08894, 2.85947e+06
A*, gap, pancake28,"8 24 1 27 14 10 22 2 17 12 9 26 13 16 6 23 25 21 0 7 19 3 20 15 18 4 5 11", 27, 27, 11486, 0.005249, 2.18823e+06
A*, gap, pancake28,"2 17 5 6 19 14 27 18 1 20 23 12 22 16 24 10 7 3 26 21 13 25 8 11 0 15 9 4", 27, 27, 23207, 0.011113, 2.08827e+06
A*, gap, pancake28,"21 26 24 16 14 10 8 0 4 19 17 2 11 6 23 1 20 18 9 5 3 25 15 7 27 22 12 13", 27, 27, 44594, 0.016206, 2.7517e+06
A*, gap, pancake28,"24 21 11 19 18 2 15 27 5 0 16 7 1 26 13 8 14 25 3 17 12 20 10 23 9 6 4 22", 28, 27, 206081, 0.073015, 2.82245e+06
A*, gap, pancake28,"15 12 0 5 10 20 25 26 4 14 11 9 19 6 21 13 27 3 1 2 23 18 17 7 24 16 8 22", 25, 25, 6928, 0.003592, 1.92873e+06
A*, gap, pancake28,"27 19 6 5 8 10 0 4 13 22 17 14 2 11 12 20 24 21 23 15 7 9 3 18 16 25 1 26", 27, 26, 254516, 0.083564, 3.04576e+06
A*, gap, pancake28,"17 24 15 3 16 9 10 13 11 2 6 12 1 5 18 8 19 25 0 4 7 23 27 22 20 26 14 21", 27, 27, 28708, 0.014256, 2.01375e+06
A*, gap, pancake28,"23 24 25 13 9 2 16 8 15 27 0 7 3 20 21 4 14 11 22 1 17 26 18 12 5 6 19 10", 25, 24, 34015, 0.017298, 1.96641e+06
A*, gap, pancake28,"2 11 18 5 21 25 13 0 22 7 9 16 26 1 14 4 8 24 23 6 15 12 3 17 20 27 19 10", 28, 27, 63896, 0.021828, 2.92725e+06
A*, gap, pancake28,"16 11 23 4 13 17 26 2 20 18 24 7 0 14 8 25 15 19 12 1 27 5 6 3 22 9 21 10", 27, 27, 22652, 0.010841, 2.08948e+06
A*, gap, pancake28,"1 20 18 25 12 22 11 4 7 8 21 26 5 14 9 10 0 13 23 3 15 17 27 16 19 6 2 24", 27, 26, 61217, 0.026603, 2.30113e+06
A*, gap, pancake28,"1 18 7 9 3 14 21 12 17 26 25 11 8 13 4 24 16 22 23 27 6 20 0 5 19 10 15 2", 27, 26, 255481, 0.089099, 2.86738e+06
A*, gap, pancake28,"20 2 16 9 10 6 7 1 4 22 15 5 3 19 17 18 27 14 8 12 24 13 23 0 11 26 21 25", 26, 25, 213976, 0.068591, 3.11959e+06
A*, gap, pancake28,"2 20 12 26 9 15 13 22 1 4 19 24 10 21 27 11 6 0 16 14 25 3 23 18 8 17 7 5", 28, 28, 41485, 0.012303, 3.37194e+06
A*, gap, pancake28,"1 11 25 17 15 2 24 7 21 10 6 22 16 4 13 19 0 20 14 12 3 23 18 5 8 9 26 27", 26, 25, 100892, 0.038741, 2.60427e+06
A*, gap, pancake28,"25 12 4 9 13 5 6 20 19 8 26 15 7 24 0 3 1 2 23 27 22 10 14 16 18 11 17 21", 25, 25, 10787, 0.005019, 2.14923e+06
A*, gap, pancake28,"9 8 21 27 24 1 7 3 13 14 12 17 5 22 15 18 16 20 10 0 4 26 2 25 11 19 6 23", 26, 26, 6608, 0.003436, 1.92317e+06
A*, gap, pancake28,"18 2 7 13 11 19 24 21 22 23 4 20 25 17 10 16 6 5 0 8 15 9 14 3 12 26 1 27", 25, 24, 185669, 0.058336, 3.18275e+06
A*, gap, pancake28,"26 19 21 9 1 5 22 16 0 18 23 4 27 3 6 11 25 13 8 17 24 2 15 20 12 7 10 14", 29, 28, 331667, 0.104743, 3.16648e+06
A*, gap, pancake28,"25 8 27 15 17 18 16 20 6 5 13 19 14 24 3 7 9 10 0 23 11 2 22 26 4 12 21 1", 26, 25, 624740, 0.203658, 3.06759e+06
A*, gap, pancake28,"1 27 15 9 6 5 19 4 3 18 21 20 26 17 22 8 23 16 0 13 25 11 2 12 14 10 7 24", 25, 25, 9295, 0.004439, 2.09394e+06
A*, gap, pancake28,"3 26 8 6 5 16 25 12 23 20 10 21 13 0 22 19 17 11 7 4 15 14 1 9 24 2 18 27", 26, 25, 357565, 0.103023, 3.47073e+06
A*, gap, pancake28,"25 3 27 14 20 0 19 17 6 21 1 15 22 4 10 5 12 24 7 8 26 11 2 9 16 13 23 18", 28, 27, 84726, 0.023151, 3.65971e+06
A*, gap, pancake28,"15 3 22 14 24 9 10 27 19 25 17 26 23 8 11 20 7 21 1 18 0 13 16 4 2 6 12 5", 27, 27, 7064, 0.003612, 1.9557e+06
A*, gap, pancake28,"15 17 6 27 1 19 20 16 23 3 12 0 25 22 18 5 4 10 14 24 26 13 2 8 21 7 11 9", 27, 26, 60943, 0.019564, 3.11506e+06
A*, gap, pancake28,"14 22 25 9 6 18 17 4 1 27 8 5 11 15 3 12 13 20 16 10 26 2 7 19 21 24 0 23", 27, 26, 182751, 0.065752, 2.7794e+06
A*, gap, pancake28,"15 22 8 23 17 5 25 19 24 6 11 3 21 4 26 1 27 16 14 7 2 20 13 0 9 10 18 12", 27, 27, 13633, 0.007203, 1.89268e+06
A*, gap, pancake28,"24 15 18 2 20 17 22 8 26 12 4 7 9 16 1 5 14 27 0 19 11 3 10 6 13 25 21 23", 29, 28, 253006, 0.081604, 3.10041e+06
A*, gap, pancake28,"16 15 19 25 23 7 17 22 5 4 0 24 9 14 11 10 1 18 13 3 6 26 2 27 8 20 12 21", 26, 25, 220068, 0.073314, 3.00172e+06
A*, gap, pancake28,"1 7 12 23 14 8 22 4 18 25 11 10 6 17 13 21 24 15 5 16 20 27 2 3 19 9 0 26", 26, 26, 11413, 0.005188, 2.19988e+06
A*, gap, pancake28,"5 4 21 23 14 20 0 10 13 9 16 1 22 2 25 27 12 8 17 6 26 7 24 19 3 18 11 15", 27, 27, 24174, 0.011616, 2.0811e+06
A*, gap, pancake28,"5 14 16 8 15 21 11 4 17 27 0 18 13 20 23 19 6 2 7 1 25 24 22 26 10 12 9 3", 27, 27, 8112, 0.003868, 2.09721e+06
A*, gap, pancake28,"2 22 24 16 6 10 27 14 5 20 21 13 4 25 23 0 17 11 7 12 8 3 26 1 19 9 18 15", 27, 27, 13100, 0.007059, 1.85579e+06
A*, gap, pancake28,"20 0 21 2 3 9 1 12 24 14 27 4 17 19 15 18 22 5 7 16 10 6 13 25 23 26 8 11", 28, 27, 124897, 0.041856, 2.98397e+06
A*, gap, pancake28,"25 15 11 14 4 12 7 8 10 21 19 3 18 2 0 6 22 24 5 1 13 16 9 27 20 17 26 23", 28, 27, 263408, 0.085615, 3.07666e+06
A*, gap, pancake28,"6 22 12 0 26 8 27 7 20 15 16 13 1 14 17 24 21 4 9 19 5 23 11 2 3 25 18 10", 27, 26, 62373, 0.022138, 2.81746e+06
A*, gap, pancake28,"15 0 6 9 8 25 2 16 26 1 14 12 13 5 27 23 17 11 10 20 4 21 24 7 19 22 18 3", 26, 25, 206862, 0.077707, 2.66208e+06
A*, gap, pancake28,"7 25 16 24 18 19 14 5 21 15 12 11 6 0 23 26 1 22 13 17 8 9 2 4 10 27 20 3", 25, 25, 8560, 0.004276, 2.00187e+06
A*, gap, pancake28,"7 12 15 13 3 5 22 26 23 18 20 16 1 6 8 19 21 10 4 9 25 11 14 0 24 27 2 17", 28, 28, 43564, 0.019514, 2.23245e+06
A*, gap, pancake28,"18 5 4 14 24 12 17 20 22 27 2 3 26 9 16 0 10 11 6 21 8 25 15 23 1 19 7 13", 26, 25, 111946, 0.041134, 2.7215e+06
A*, gap, pancake28,"24 1 15 12 22 27 13 2 10 19 14 3 17 23 21 9 0 6 18 7 20 11 16 26 5 25 4 8", 28, 28, 38460, 0.020014, 1.92165e+06
A*, gap, pancake28,"27 16 2 6 11 24 8 25 15 14 20 17 26 23 12 9 13 5 0 1 7 10 22 19 18 21 3 4", 25, 24, 34065, 0.013559, 2.51235e+06
A*, gap, pancake28,"16 13 7 6 12 4 10 8 0 24 2 18 17 21 25 19 11 5 14 15 26 23 9 1 27 22 3 20", 26, 25, 77956, 0.029209, 2.6689e+06
A*, gap, pancake28,"19 17 22 25 26 10 5 13 23 0 16 21 3 24 15 7 27 1 14 20 6 4 9 12 11 2 8 18", 27, 26, 132492, 0.046764, 2.83321e+06
A*, gap, pancake28,"27 22 24 4 1 14 17 12 21 20 23 2 8 13 25 16 7 9 3 10 26 11 6 15 0 19 18 5", 27, 26, 233183, 0.073808, 3.15932e+06
A*, gap, pancake28,"25 3 9 0 4 21 19 15 23 17 6 18 11 24 16 7 20 8 13 14 12 1 26 2 10 27 5 22", 27, 27, 28058, 0.014537, 1.93011e+06
A*, gap, pancake28,"5 27 23 20 17 24 14 4 9 6 15 2 13 1 12 25 8 19 3 21 7 10 26 11 0 18 22 16", 29, 28, 129056, 0.038654, 3.33875e+06
A*, gap, pancake28,"2 26 17 23 3 16 20 15 12 7 13 19 24 11 5 10 21 27 1 9 0 25 14 6 22 8 18 4", 28, 28, 56585, 0.022356, 2.53109e+06
A*, gap, pancake28,"19 10 18 21 4 8 25 7 24 16 15 14 2 11 23 1 0 12 3 26 17 22 13 6 27 9 5 20", 26, 25, 128893, 0.040929, 3.14919e+06
A*, gap, pancake28,"27 13 21 26 14 11 16 2 7 9 4 10 8 25 6 24 17 20 15 22 23 12 5 3 19 18 1 0", 25, 25, 8451, 0.004066, 2.07846e+06
A*, gap, pancake28,"1 11 21 14 16 17 27 18 19 9 8 12 6 25 0 15 5 13 20 26 3 4 24 22 10 7 2 23", 25, 24, 60049, 0.02687, 2.2348e+06
A*, gap, pancake28,"13 27 7 16 24 25 8 12 0 26 22 14 2 15 4 23 9 21 19 18 1 17 20 6 5 3 10 11", 24, 24, 5758, 0.00253, 2.27589e+06
A*, gap, pancake28,"16 11 8 9 12 10 18 24 5 20 22 0 15 19 1 17 3 13 21 6 7 4 26 23 2 14 25 27", 25, 25, 8101, 0.003934, 2.05923e+06
A*, gap, pancake28,"7 16 13 3 22 6 5 19 24 11 8 25 21 14 4 9 1 10 17 20 15 23 27 2 12 26 18 0", 28, 27, 241349, 0.079478, 3.03668e+06
A*, gap, pancake28,"11 0 7 2 1 3 25 4 20 16 12 17 26 19 5 13 10 9 21 14 18 8 23 27 22 15 6 24", 27, 26, 65525, 0.024481, 2.67657e+06
A*, gap, pancake28,"4 22 23 2 14 6 20 18 27 21 3 15 16 17 1 12 10 24 11 13 5 9 19 25 26 7 0 8", 26, 24, 2025876, 0.685959, 2.95335e+06
A*, gap, pancake28,"7 5 27 2 22 16 25 26 13 23 3 17 15 21 12 24 10 9 14 19 1 4 8 0 18 20 6 11", 27, 26, 256594, 0.081163, 3.16147e+06
A*, gap, pancake28,"19 27 21 25 12 11 5 20 9 14 6 2 1 26 16 8 22 7 18 15 0 24 10 13 3 4 23 17", 26, 25, 33347, 0.014987, 2.22506e+06
A*, gap, pancake28,"4 24 26 18 23 7 2 3 6 0 12 8 15 25 21 17 5 1 13 22 16 10 20 27 11 14 9 19", 28, 27, 248773, 0.076959, 3.23254e+06
A*, gap, pancake28,"19 5 0 15 13 18 17 27 20 4 1 21 26 11 24 23 10 3 8 16 25 22 14 12 2 7 9 6", 27, 26, 66253, 0.028722, 2.3067e+06
A*, gap, pancake28,"24 14 2 0 18 6 25 22 7 5 10 12 16 1 11 20 19 8 4 13 21 23 27 3 15 17 26 9", 28, 27, 428705, 0.148851, 2.88009e+06
A*, gap, pancake28,"8 13 27 2 3 10 0 26 15 18 21 12 4 6 17 14 16 23 24 7 9 25 1 11 20 19 5 22", 26, 25, 62098, 0.017691, 3.51015e+06
A*, gap, pancake28,"17 13 10 15 23 3 9 12 0 25 18 6 14 27 22 21 20 19 7 2 5 24 4 8 26 1 16 11", 25, 25, 4016, 0.001841, 2.18142e+06
A*, gap, pancake28,"19 6 1 22 25 21 8 5 27 12 24 3 7 23 17 10 9 4 11 14 0 26 15 18 20 13 2 16", 28, 27, 125150, 0.043311, 2.88957e+06
A*, gap, pancake28,"24 6 5 2 18 4 23 15 22 14 11 27 26 17 10 20 16 3 8 13 7 1 21 19 25 12 0 9", 27, 26, 125354, 0.036319, 3.45147e+06
A*, gap, pancake28,"25 26 0 27 6 3 18 15 16 4 8 17 23 1 9 5 21 2 19 12 11 7 10 20 13 14 24 22", 25, 24, 102856, 0.036345, 2.82999e+06
A*, gap, pancake28,"21 14 1 10 22 18 2 25 8 27 15 6 5 12 0 24 17 4 20 19 11 23 13 7 3 16 26 9", 27, 26, 229930, 0.080654, 2.85082e+06
A*, gap, pancake28,"27 5 9 1 24 16 15 21 22 11 25 2 13 10 18 12 20 17 6 26 19 4 0 8 23 3 7 14", 26, 26, 11994, 0.005475, 2.19068e+06
A*, gap, pancake28,"25 3 14 12 1 16 20 21 24 15 2 23 6 11 22 17 10 13 8 0 19 7 18 5 27 9 4 26", 27, 27, 22534, 0.010932, 2.06129e+06
A*, gap, pancake28,"24 10 11 26 8 27 0 6 15 25 5 1 14 7 17 13 21 2 23 4 3 12 9 16 22 19 20 18", 26, 25, 33982, 0.017423, 1.95041e+06
A*, gap, pancake28,"1 12 25 22 14 4 3 24 27 11 2 5 21 6 9 26 7 19 17 18 13 8 0 15 16 20 10 23", 26, 25, 56174, 0.02159, 2.60185e+06
A*, gap, pancake28,"19 14 4 6 23 15 2 1 0 8 7 22 17 5 12 10 25 18 21 26 9 3 11 13 27 20 24 16", 26, 25, 64631, 0.022177, 2.91433e+06
A*, gap, pancake28,"21 1 16 17 15 14 20 27 25 4 8 22 24 9 10 11 6 23 5 13 0 19 18 12 2 7 3 26", 24, 23, 260871, 0.083489, 3.12462e+06
A*, gap, pancake28,"7 18 27 20 11 8 9 15 3 26 16 5 14 21 4 23 2 1 22 25 0 13 10 6 17 19 12 24", 26, 26, 43797, 0.020741, 2.11161e+06
A*, gap, pancake28,"5 19 11 16 0 18 8 25 27 21 2 24 20 7 9 10 1 22 6 15 26 23 4 14 13 17 12 3", 26, 26, 7140, 0.003566, 2.00224e+06
A*, gap, pancake28,"27 0 24 8 18 4 9 2 14 21 1 11 22 20 10 19 25 7 12 23 6 5 26 16 13 15 17 3", 28, 27, 439969, 0.153036, 2.87494e+06
A*, gap, pancake28,"26 24 17 7 21 4 20 14 13 10 3 27 9 16 18 1 23 19 2 15 8 12 0 5 22 6 25 11", 27, 27, 23379, 0.011053, 2.11517e+06
A*, gap, pancake28,"15 3 2 19 11 14 13 22 26 20 17 1 0 6 16 12 7 24 9 4 21 8 27 18 5 23 10 25", 26, 25, 398404, 0.151727, 2.6258e+06
A*, gap, pancake28,"4 18 2 24 21 14 17 13 7 15 26 22 19 6 27 1 11 25 20 0 10 8 3 12 5 9 23 16", 29, 28, 243526, 0.084623, 2.87778e+06
A*, gap, pancake28,"15 5 7 24 4 3 18 1 13 17 10 26 16 22 19 25 14 6 27 2 8 11 0 20 23 9 12 21", 28, 27, 133339, 0.038275, 3.48371e+06
A*, gap, pancake28,"20 9 2 16 25 13 10 14 0 21 24 22 17 11 3 6 18 1 15 26 27 5 23 8 7 19 12 4", 27, 26, 755781, 0.233619, 3.2351e+06
A*, gap, pancake28,"23 24 21 10 12 2 18 16 19 27 13 20 11 17 6 1 3 7 4 14 0 15 8 5 25 9 26 22", 27, 27, 32254, 0.014751, 2.18656e+06
A*, gap, pancake28,"10 5 7 18 13 3 19 16 20 8 15 12 6 21 1 22 9 25 27 23 14 24 0 17 4 2 26 11", 28, 28, 100377, 0.031229, 3.21422e+06
A*, gap, pancake28,"7 23 25 22 0 1 26 11 6 14 17 5 16 20 2 4 21 18 12 19 3 13 9 15 24 8 27 10", 27, 27, 7483, 0.00366, 2.04454e+06
A*, gap, pancake28,"7 10 8 1 9 2 24 5 12 25 20 6 26 14 17 4 19 0 18 13 22 27 3 11 16 23 21 15", 29, 28, 598372, 0.201794, 2.96526e+06
A*, gap, pancake28,"1 3 15 9 13 11 17 22 21 26 18 24 25 20 8 6 7 2 23 27 19 12 10 4 16 14 0 5", 26, 25, 255313, 0.08831, 2.8911e+06
A*, gap, pancake28,"24 7 10 15 22 9 13 19 1 4 0 27 14 23 11 6 20 12 5 25 2 18 8 16 3 17 21 26", 28, 28, 16072, 0.005831, 2.7563e+06
A*, gap, pancake28,"4 13 15 11 1 8 14 19 7 2 20 17 3 18 9 6 12 22 21 10 5 25 16 0 26 27 24 23", 26, 25, 110473, 0.035135, 3.14424e+06
A*, gap, pancake28,"2 24 20 27 22 19 7 8 0 21 6 13 4 3 15 16 5 17 25 14 23 26 12 9 11 10 18 1", 25, 24, 149890, 0.043047, 3.48201e+06
A*, gap, pancake28,"26 1 6 21 14 3 22 8 10 5 27 7 12 18 2 19 11 13 15 20 0 23 9 17 4 16 24 25", 28, 27, 172577, 0.055846, 3.09023e+06
A*, gap, pancake28,"20 23 7 5 6 11 12 8 1 14 16 9 18 0 3 19 22 27 25 26 24 17 21 10 15 4 13 2", 26, 25, 368787, 0.121915, 3.02495e+06
A*, gap, pancake28,"19 3 24 10 25 13 27 5 7 22 1 6 21 4 26 2 20 0 18 15 11 9 12 23 17 16 14 8", 28, 27, 393165, 0.128461, 3.06058e+06
A*, gap, pancake28,"23 13 24 10 11 27 22 19 20 4 8 12 5 9 18 16 7 14 17 6 2 26 3 0 25 1 21 15", 26, 26, 30319, 0.016002, 1.8947e+06
